Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","344","China, Hong Kong SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","446","China, Macao SAR","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","2.68","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","2.74","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","2.91","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","3.11","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","3.08","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","3.35","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.43","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.45","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.67","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.28","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.29","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.48","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.59","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.62","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.73","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.09","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","28.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","24.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","22","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","23","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","17.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","17.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","398.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","346.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","313.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","156","China, mainland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","327.6","E","Estimated value"
